density_radius_cee,min_density_cee,outlier_distance_cee,seeding_distance_cee,w_z_cee,R1_ee,R2_ee,R3_ee
1.0,0.01,3.0,4.083349347886211,0.8158286062383198,5.805639198662762,0.22348919944220336,176.82187499999998
1.0,0.01,3.0,1.5295052020743447,0.6915748814487277,5.412560090195471,0.06931921520791273,375.14687499999997
6.0,0.01,20.0,1.0,0.8566952491521761,2.689108175031184,0.03902968799397549,445.859375
1.0,0.011226223557299034,3.0,20.0,0.4,5.714147313718588,0.2828324113971593,115.82812499999999
2.185300104176598,0.01,7.185783309818531,1.0,1.0,0.08655113026200927,0.03460343274221355,471.796875
6.0,0.01,19.08206859035267,1.0,1.0,0.08655113026200927,0.034008550764870235,473.29999999999995
4.131172845840053,0.01,14.030140570447223,1.0,1.0,0.08655113026200927,0.03414614739658001,472.98749999999995
1.0,0.01,20.0,1.0,0.8448495517191904,2.743985199150248,0.04003579606218724,442.50625
5.3209206322244444,0.01,10.651433717746418,1.0,0.9069507512048548,1.3759648444512649,0.03616072032362469,453.69374999999997
1.0,0.01,3.0,1.0,1.0,0.08655113026200927,0.03494280447771563,470.82187500000003
6.0,0.01,20.0,1.0,0.5918887153146762,4.388257028185639,0.04480856960769358,431.0125
1.0,0.01,3.0,1.0,0.8182271289191357,2.858133513093297,0.040720735021500636,440.8875
5.66417778512046,0.01,3.0,1.2516722709472763,0.4,5.464690416918627,0.06999233673544622,370.603125
3.752556672553462,0.01,12.389320246637235,1.0,1.0,0.08655113026200927,0.034180211921134386,472.90937499999995
5.271254022675222,0.15052565975248866,4.829406220957141,2.003901883703091,1.0,5.614009948924169,0.26177595426011524,272.821875
2.989393834900034,0.01,3.0,1.0,1.0,0.08655113026200927,0.03436052814792608,472.39062499999994
2.4143570316753413,0.01,19.606196701590317,1.0,1.0,0.08655113026200927,0.034578730518596223,471.875
1.0,0.01,20.0,1.0,1.0,0.08655113026200927,0.03494280447771563,470.82187500000003
1.0,0.01,3.7449967083083706,3.1646832516669843,0.4,5.660848355283377,0.2927765625223038,105.759375
1.8133232787260063,0.01,16.44758466875473,1.0,0.7833272984283304,3.0206427272165426,0.041285862051354275,439.675
5.839701463463617,0.2517979368205125,3.0,1.0,0.9258242278225391,1.2038146224877955,0.23887158887817378,358.590625
4.214176345546551,0.5594568246045515,20.0,1.0,1.0,0.0423226411712325,0.7481498825162685,181.959375
